customer_id,signup_date,state,acquisition_channel,signup_year,signup_month
569,2025-11-27,CA,referral,2025,2025-11
570,2025-06-23,AR,affiliate,2025,2025-06
571,2025-08-13,CA,referral,2025,2025-08
572,2023-10-31,LA,organic_search,2023,2023-10
573,2025-12-16,CT,referral,2025,2025-12
574,2025-04-28,AZ,affiliate,2025,2025-04
575,2025-07-14,IA,paid_social,2025,2025-07
576,2024-09-23,NC,affiliate,2024,2024-09
577,2024-12-04,CO,referral,2024,2024-12
578,2024-11-25,WI,paid_search,2024,2024-11
579,2025-09-12,OH,email,2025,2025-09
580,2025-01-08,OH,email,2025,2025-01
581,2023-08-13,OH,referral,2023,2023-08
582,2025-02-10,TX,paid_social,2025,2025-02
583,2025-08-20,FL,paid_social,2025,2025-08
584,2024-06-13,CA,paid_social,2024,2024-06
585,2024-07-12,MO,organic_search,2024,2024-07
586,2025-07-28,IL,organic_search,2025,2025-07
587,2025-10-23,WA,organic_search,2025,2025-10
588,2024-06-17,NJ,paid_social,2024,2024-06
589,2025-10-03,OK,organic_search,2025,2025-10
590,2024-12-29,FL,paid_search,2024,2024-12
591,2024-12-31,MO,email,2024,2024-12
592,2024-06-16,CA,organic_search,2024,2024-06
593,2025-12-17,MO,referral,2025,2025-12
594,2024-10-10,MO,paid_social,2024,2024-10
595,2025-08-21,AL,referral,2025,2025-08
596,2025-08-16,GA,paid_social,2025,2025-08
597,2024-08-26,IL,paid_search,2024,2024-08
598,2025-04-29,TX,email,2025,2025-04
599,2024-11-25,NC,paid_social,2024,2024-11
600,2024-04-20,TX,organic_search,2024,2024-04
601,2025-04-09,TN,paid_social,2025,2025-04
602,2024-01-13,VA,paid_social,2024,2024-01
603,2025-08-20,CA,paid_search,2025,2025-08
604,2023-12-24,TX,paid_search,2023,2023-12
605,2025-01-24,GA,paid_search,2025,2025-01
606,2025-07-18,NC,organic_search,2025,2025-07
607,2024-05-03,NY,email,2024,2024-05
608,2025-02-18,FL,organic_search,2025,2025-02
609,2025-07-16,MN,organic_search,2025,2025-07
610,2024-01-27,TX,organic_search,2024,2024-01
611,2024-12-21,MO,organic_search,2024,2024-12
612,2023-08-02,CA,paid_search,2023,2023-08
613,2023-08-07,PA,referral,2023,2023-08
614,2025-10-22,PA,paid_search,2025,2025-10
615,2025-12-08,NY,email,2025,2025-12
616,2025-04-26,KS,email,2025,2025-04
617,2024-02-05,NY,organic_search,2024,2024-02
618,2025-01-21,KY,email,2025,2025-01
619,2025-11-19,NC,organic_search,2025,2025-11
620,2025-11-07,NY,affiliate,2025,2025-11
621,2025-06-06,NY,organic_search,2025,2025-06
622,2025-12-19,WA,organic_search,2025,2025-12
623,2025-04-26,LA,organic_search,2025,2025-04
624,2025-01-14,FL,organic_search,2025,2025-01
625,2025-07-02,GA,paid_search,2025,2025-07
626,2025-05-09,KY,paid_search,2025,2025-05
627,2024-12-11,MO,organic_search,2024,2024-12
628,2024-09-04,UT,organic_search,2024,2024-09
629,2025-11-26,OH,organic_search,2025,2025-11
630,2025-11-27,NJ,paid_social,2025,2025-11
631,2025-04-27,IL,affiliate,2025,2025-04
632,2024-03-28,NY,email,2024,2024-03
633,2024-06-15,GA,organic_search,2024,2024-06
634,2025-08-07,MN,paid_search,2025,2025-08
635,2025-11-21,CA,paid_social,2025,2025-11
636,2025-02-26,NC,paid_search,2025,2025-02
637,2025-01-26,WA,email,2025,2025-01
638,2025-05-28,FL,paid_social,2025,2025-05
639,2024-10-22,AR,paid_social,2024,2024-10
640,2024-07-13,CA,paid_search,2024,2024-07
641,2025-08-28,CA,email,2025,2025-08
642,2025-10-31,FL,referral,2025,2025-10
643,2025-12-10,PA,email,2025,2025-12
644,2025-01-12,MO,email,2025,2025-01
645,2024-12-22,MI,paid_social,2024,2024-12
646,2025-01-15,NJ,organic_search,2025,2025-01
647,2025-10-04,IL,organic_search,2025,2025-10
648,2025-09-10,CA,referral,2025,2025-09
649,2025-11-02,WA,paid_social,2025,2025-11
650,2025-11-16,NJ,affiliate,2025,2025-11
651,2024-04-28,OK,referral,2024,2024-04
652,2025-09-06,AL,paid_social,2025,2025-09
653,2025-07-25,TX,paid_social,2025,2025-07
654,2025-08-25,IN,email,2025,2025-08
655,2025-09-19,PA,paid_social,2025,2025-09
656,2023-11-02,GA,email,2023,2023-11
657,2025-01-19,LA,organic_search,2025,2025-01
658,2024-06-17,AZ,organic_search,2024,2024-06
659,2024-10-13,KS,organic_search,2024,2024-10
660,2024-10-22,CA,paid_search,2024,2024-10
661,2024-12-20,CA,organic_search,2024,2024-12
662,2024-08-08,NC,paid_social,2024,2024-08
663,2025-05-30,CA,paid_social,2025,2025-05
664,2024-09-30,WI,email,2024,2024-09
665,2025-09-04,MN,organic_search,2025,2025-09
666,2025-07-15,CA,email,2025,2025-07
667,2025-05-03,TN,referral,2025,2025-05
668,2025-06-01,CA,email,2025,2025-06
669,2025-01-15,KY,paid_social,2025,2025-01
670,2025-07-08,WA,paid_social,2025,2025-07
671,2025-10-29,WA,referral,2025,2025-10
672,2025-07-16,CA,organic_search,2025,2025-07
673,2025-09-11,TX,organic_search,2025,2025-09
674,2025-10-13,TX,affiliate,2025,2025-10
675,2025-06-18,FL,email,2025,2025-06
676,2024-05-26,OK,paid_search,2024,2024-05
677,2025-06-25,MO,email,2025,2025-06
678,2024-11-29,FL,referral,2024,2024-11
679,2025-07-01,MD,paid_search,2025,2025-07
680,2025-05-18,CA,paid_social,2025,2025-05
681,2025-07-24,PA,paid_search,2025,2025-07
682,2024-10-16,FL,referral,2024,2024-10
683,2023-10-26,NJ,affiliate,2023,2023-10
684,2025-02-24,CO,affiliate,2025,2025-02
685,2024-08-16,CT,email,2024,2024-08
686,2023-10-14,NY,referral,2023,2023-10
687,2025-06-06,CA,paid_search,2025,2025-06
688,2025-07-09,FL,organic_search,2025,2025-07
689,2025-07-03,NV,organic_search,2025,2025-07
690,2025-05-02,PA,organic_search,2025,2025-05
691,2025-06-28,IL,paid_search,2025,2025-06
692,2025-04-13,PA,referral,2025,2025-04
693,2024-10-17,CO,referral,2024,2024-10
694,2025-11-10,CO,organic_search,2025,2025-11
695,2025-10-19,WI,organic_search,2025,2025-10
696,2024-12-24,CA,organic_search,2024,2024-12
697,2025-01-26,MI,paid_social,2025,2025-01
698,2024-03-17,NJ,paid_social,2024,2024-03
699,2025-06-20,TX,organic_search,2025,2025-06
700,2024-12-19,SC,referral,2024,2024-12
701,2024-10-07,MI,affiliate,2024,2024-10
702,2025-06-07,CA,organic_search,2025,2025-06
703,2025-10-31,CA,email,2025,2025-10
704,2025-11-07,NJ,affiliate,2025,2025-11
705,2025-08-29,NC,paid_social,2025,2025-08
706,2024-09-21,TN,organic_search,2024,2024-09
707,2025-10-06,NV,paid_search,2025,2025-10
708,2025-08-05,PA,organic_search,2025,2025-08
709,2023-11-12,FL,paid_social,2023,2023-11
710,2023-11-14,FL,organic_search,2023,2023-11
711,2024-09-04,AR,email,2024,2024-09
712,2024-11-08,CA,paid_search,2024,2024-11
713,2025-02-23,OR,organic_search,2025,2025-02
714,2023-10-29,LA,organic_search,2023,2023-10
715,2025-05-12,FL,paid_social,2025,2025-05
716,2025-09-25,IL,organic_search,2025,2025-09
717,2024-10-21,CT,email,2024,2024-10
718,2024-06-07,PA,paid_search,2024,2024-06
719,2025-09-23,NY,affiliate,2025,2025-09
720,2025-10-18,WI,paid_social,2025,2025-10
721,2024-10-03,NY,organic_search,2024,2024-10
722,2025-08-26,NJ,paid_social,2025,2025-08
723,2025-03-23,AZ,email,2025,2025-03
724,2023-12-20,FL,affiliate,2023,2023-12
725,2023-08-20,MI,paid_search,2023,2023-08
726,2025-10-08,TX,affiliate,2025,2025-10
727,2024-03-13,GA,organic_search,2024,2024-03
728,2025-08-21,PA,email,2025,2025-08
729,2025-05-24,TN,organic_search,2025,2025-05
730,2025-06-29,MN,referral,2025,2025-06
731,2024-01-29,OR,paid_search,2024,2024-01
732,2025-03-07,AR,organic_search,2025,2025-03
733,2024-01-04,GA,organic_search,2024,2024-01
734,2024-10-14,PA,paid_social,2024,2024-10
735,2023-12-28,KY,organic_search,2023,2023-12
736,2025-11-06,MI,referral,2025,2025-11
737,2024-04-01,FL,email,2024,2024-04
738,2023-11-26,CO,organic_search,2023,2023-11
739,2025-07-04,MI,paid_social,2025,2025-07
740,2025-12-15,IL,affiliate,2025,2025-12
741,2025-05-11,CA,organic_search,2025,2025-05
742,2025-10-13,FL,email,2025,2025-10
743,2025-08-15,NJ,paid_search,2025,2025-08
744,2025-01-02,NY,paid_social,2025,2025-01
745,2024-01-11,OH,referral,2024,2024-01
746,2025-10-13,OH,organic_search,2025,2025-10
747,2024-06-04,WA,referral,2024,2024-06
748,2023-10-21,NC,email,2023,2023-10
749,2025-09-19,NY,paid_social,2025,2025-09
750,2025-03-19,CA,organic_search,2025,2025-03
751,2025-10-18,TX,email,2025,2025-10
752,2025-07-18,CA,paid_social,2025,2025-07
753,2025-07-02,FL,paid_social,2025,2025-07
754,2025-02-20,VA,paid_search,2025,2025-02
755,2025-11-11,PA,paid_search,2025,2025-11
756,2024-05-18,VA,paid_social,2024,2024-05
757,2025-01-14,PA,organic_search,2025,2025-01
758,2024-10-12,CA,organic_search,2024,2024-10
759,2024-05-10,MI,paid_social,2024,2024-05
760,2025-11-11,IL,paid_social,2025,2025-11
761,2024-10-15,TN,paid_social,2024,2024-10
762,2024-06-13,WI,referral,2024,2024-06
763,2025-06-08,MD,organic_search,2025,2025-06
764,2024-03-21,FL,organic_search,2024,2024-03
765,2025-09-08,PA,organic_search,2025,2025-09
766,2023-11-19,AR,organic_search,2023,2023-11
767,2025-10-06,SC,paid_social,2025,2025-10
768,2025-04-26,TX,organic_search,2025,2025-04
769,2025-08-12,NM,organic_search,2025,2025-08
770,2024-06-27,SC,organic_search,2024,2024-06
771,2025-12-19,IN,paid_search,2025,2025-12
772,2024-02-26,MA,organic_search,2024,2024-02
773,2025-07-25,GA,email,2025,2025-07
774,2025-08-23,CA,organic_search,2025,2025-08
775,2024-09-25,NC,paid_social,2024,2024-09
776,2025-02-03,CA,organic_search,2025,2025-02
777,2025-12-04,CA,organic_search,2025,2025-12
778,2024-08-09,TX,paid_search,2024,2024-08
779,2025-11-16,NY,organic_search,2025,2025-11
780,2024-03-25,CA,organic_search,2024,2024-03
781,2025-09-30,CA,affiliate,2025,2025-09
782,2025-11-26,NY,paid_social,2025,2025-11
783,2025-01-18,VA,organic_search,2025,2025-01
784,2025-06-02,PA,organic_search,2025,2025-06
785,2025-12-17,CA,organic_search,2025,2025-12
786,2025-06-27,NC,paid_search,2025,2025-06
787,2025-07-05,OH,paid_social,2025,2025-07
788,2024-05-05,TX,email,2024,2024-05
789,2024-09-04,CA,organic_search,2024,2024-09
790,2025-09-05,TX,paid_social,2025,2025-09
791,2025-05-28,CA,organic_search,2025,2025-05
792,2025-09-12,KY,email,2025,2025-09
793,2025-08-22,WA,paid_social,2025,2025-08
794,2024-12-24,IL,organic_search,2024,2024-12
795,2025-05-02,CA,paid_social,2025,2025-05
796,2024-08-24,MI,paid_social,2024,2024-08
797,2023-12-29,NJ,paid_search,2023,2023-12
798,2025-03-29,FL,paid_social,2025,2025-03
799,2025-08-26,NJ,organic_search,2025,2025-08
800,2025-03-29,CA,paid_search,2025,2025-03
801,2024-12-14,CA,paid_social,2024,2024-12
802,2025-08-25,CA,paid_search,2025,2025-08
803,2024-10-23,WI,organic_search,2024,2024-10
804,2025-01-30,VA,paid_search,2025,2025-01
805,2025-02-23,CA,organic_search,2025,2025-02
806,2025-06-14,NV,email,2025,2025-06
807,2024-08-22,TX,email,2024,2024-08
808,2025-03-11,SC,organic_search,2025,2025-03
809,2024-12-01,LA,paid_search,2024,2024-12
810,2025-04-16,OR,paid_social,2025,2025-04
811,2025-06-08,NY,paid_social,2025,2025-06
812,2025-05-05,NY,paid_search,2025,2025-05
813,2025-12-17,GA,referral,2025,2025-12
814,2025-04-30,IN,affiliate,2025,2025-04
815,2025-09-26,IL,paid_social,2025,2025-09
816,2024-10-27,UT,organic_search,2024,2024-10
817,2025-02-12,MD,email,2025,2025-02
818,2025-04-07,NY,organic_search,2025,2025-04
819,2025-07-21,FL,organic_search,2025,2025-07
820,2025-03-15,CA,paid_search,2025,2025-03
821,2025-08-05,VA,paid_search,2025,2025-08
822,2025-05-15,AL,paid_search,2025,2025-05
823,2025-10-23,UT,paid_social,2025,2025-10
824,2025-12-12,FL,paid_search,2025,2025-12
825,2024-08-28,TX,paid_social,2024,2024-08
826,2025-01-22,MA,paid_social,2025,2025-01
827,2024-06-03,IL,paid_search,2024,2024-06
828,2025-06-13,MI,organic_search,2025,2025-06
829,2025-06-16,CA,organic_search,2025,2025-06
830,2024-01-30,OK,paid_social,2024,2024-01
831,2024-04-27,NJ,paid_social,2024,2024-04
832,2025-07-23,UT,affiliate,2025,2025-07
833,2025-09-01,IN,paid_search,2025,2025-09
834,2025-07-23,MD,organic_search,2025,2025-07
835,2024-07-12,CA,paid_social,2024,2024-07
836,2025-05-20,MA,referral,2025,2025-05
837,2024-07-22,MI,email,2024,2024-07
838,2024-10-20,NC,paid_search,2024,2024-10
839,2024-06-17,KY,paid_social,2024,2024-06
840,2023-10-30,MN,organic_search,2023,2023-10
841,2025-05-15,TX,affiliate,2025,2025-05
842,2025-08-08,NC,paid_search,2025,2025-08
843,2025-09-15,CO,paid_search,2025,2025-09
844,2025-04-26,AR,paid_social,2025,2025-04
845,2024-01-17,FL,email,2024,2024-01
846,2024-11-22,AL,organic_search,2024,2024-11
847,2024-09-15,LA,paid_social,2024,2024-09
848,2025-06-20,OH,referral,2025,2025-06
849,2025-10-11,MA,organic_search,2025,2025-10
850,2025-10-11,FL,organic_search,2025,2025-10
851,2025-05-16,WI,referral,2025,2025-05
852,2024-06-05,CA,affiliate,2024,2024-06
853,2024-02-02,IL,organic_search,2024,2024-02
854,2024-08-05,NY,organic_search,2024,2024-08
855,2024-10-12,MA,referral,2024,2024-10
856,2025-01-22,TX,organic_search,2025,2025-01
857,2025-10-12,CA,email,2025,2025-10
858,2024-07-04,CA,organic_search,2024,2024-07
859,2025-11-28,NY,referral,2025,2025-11
860,2024-03-24,OR,referral,2024,2024-03
861,2025-08-13,TX,paid_search,2025,2025-08
862,2024-07-12,TN,organic_search,2024,2024-07
863,2025-03-28,TN,organic_search,2025,2025-03
864,2025-05-14,CO,affiliate,2025,2025-05
865,2024-10-27,WA,paid_search,2024,2024-10
866,2024-09-05,TX,organic_search,2024,2024-09
867,2025-08-22,NJ,organic_search,2025,2025-08
868,2024-03-23,OK,organic_search,2024,2024-03
869,2025-03-03,LA,paid_social,2025,2025-03
870,2025-01-30,WI,organic_search,2025,2025-01
871,2025-12-06,WI,email,2025,2025-12
872,2024-11-22,NJ,referral,2024,2024-11
873,2025-02-11,OH,organic_search,2025,2025-02
874,2025-04-22,CA,organic_search,2025,2025-04
875,2024-08-29,TX,referral,2024,2024-08
876,2024-07-10,NY,affiliate,2024,2024-07
877,2024-11-14,AZ,organic_search,2024,2024-11
878,2024-09-15,OH,email,2024,2024-09
879,2024-12-28,NC,paid_social,2024,2024-12
880,2025-04-25,LA,paid_social,2025,2025-04
881,2024-11-30,WI,organic_search,2024,2024-11
882,2025-07-24,FL,organic_search,2025,2025-07
883,2025-02-18,NY,organic_search,2025,2025-02
884,2025-03-24,AL,paid_search,2025,2025-03
885,2024-02-05,AL,email,2024,2024-02
886,2025-11-08,MD,email,2025,2025-11
887,2024-03-19,NM,paid_social,2024,2024-03
888,2024-10-03,IN,paid_social,2024,2024-10
889,2024-10-06,IL,email,2024,2024-10
890,2025-05-05,LA,organic_search,2025,2025-05
891,2025-12-03,NC,email,2025,2025-12
892,2023-12-24,NY,email,2023,2023-12
893,2025-02-11,NJ,organic_search,2025,2025-02
894,2025-07-25,NJ,organic_search,2025,2025-07
895,2025-01-30,FL,organic_search,2025,2025-01
896,2024-08-24,WA,affiliate,2024,2024-08
897,2025-05-28,CT,organic_search,2025,2025-05
898,2023-12-13,SC,organic_search,2023,2023-12
899,2025-09-07,NY,paid_social,2025,2025-09
900,2024-09-26,WA,email,2024,2024-09
901,2025-03-25,NY,paid_social,2025,2025-03
902,2024-08-15,MD,organic_search,2024,2024-08
903,2024-04-05,AZ,organic_search,2024,2024-04
904,2023-11-19,VA,email,2023,2023-11
905,2025-08-27,CA,email,2025,2025-08
906,2025-11-05,TX,email,2025,2025-11
907,2024-11-10,NY,organic_search,2024,2024-11
908,2025-04-26,IL,paid_social,2025,2025-04
909,2025-10-25,MD,affiliate,2025,2025-10
910,2024-08-12,MO,organic_search,2024,2024-08
911,2024-03-15,MD,paid_social,2024,2024-03
912,2024-08-30,IL,organic_search,2024,2024-08
913,2024-02-10,OH,paid_search,2024,2024-02
914,2025-11-11,FL,referral,2025,2025-11
915,2024-08-21,GA,email,2024,2024-08
916,2025-07-31,KY,paid_search,2025,2025-07
917,2025-04-25,TN,paid_social,2025,2025-04
918,2025-04-30,CA,affiliate,2025,2025-04
919,2025-11-08,KY,paid_social,2025,2025-11
920,2023-11-14,TX,paid_search,2023,2023-11
921,2025-07-11,CA,paid_search,2025,2025-07
922,2025-06-23,TX,referral,2025,2025-06
923,2025-01-01,MI,organic_search,2025,2025-01
924,2025-05-15,CA,organic_search,2025,2025-05
925,2025-06-25,MN,organic_search,2025,2025-06
926,2024-07-09,NC,email,2024,2024-07
927,2025-02-08,KS,paid_social,2025,2025-02
928,2025-09-08,NY,referral,2025,2025-09
929,2025-07-14,NV,email,2025,2025-07
930,2024-02-15,TX,email,2024,2024-02
931,2025-08-16,TX,organic_search,2025,2025-08
932,2025-12-14,NC,organic_search,2025,2025-12
933,2025-11-17,GA,organic_search,2025,2025-11
934,2025-05-15,NC,referral,2025,2025-05
935,2025-11-11,OH,email,2025,2025-11
936,2025-01-15,OR,paid_search,2025,2025-01
937,2024-12-24,OH,paid_social,2024,2024-12
938,2025-09-06,OH,organic_search,2025,2025-09
939,2025-05-26,TX,organic_search,2025,2025-05
940,2024-12-25,OH,referral,2024,2024-12
941,2025-10-13,WI,paid_social,2025,2025-10
942,2025-01-17,LA,paid_social,2025,2025-01
943,2025-11-17,AL,referral,2025,2025-11
944,2025-03-28,PA,paid_search,2025,2025-03
945,2025-02-20,CA,paid_social,2025,2025-02
946,2024-10-28,CA,paid_social,2024,2024-10
947,2025-08-05,FL,organic_search,2025,2025-08
948,2025-09-16,CA,organic_search,2025,2025-09
949,2024-08-26,CA,referral,2024,2024-08
950,2024-09-02,SC,organic_search,2024,2024-09
951,2024-10-10,IN,paid_search,2024,2024-10
952,2025-10-06,MA,affiliate,2025,2025-10
953,2025-04-02,TN,organic_search,2025,2025-04
954,2025-03-27,CA,paid_social,2025,2025-03
955,2025-10-18,KY,email,2025,2025-10
956,2025-05-20,AR,organic_search,2025,2025-05
957,2025-10-29,MD,paid_social,2025,2025-10
958,2025-01-14,MI,paid_social,2025,2025-01
959,2025-11-18,FL,affiliate,2025,2025-11
960,2025-07-09,TX,paid_social,2025,2025-07
961,2023-08-08,CA,organic_search,2023,2023-08
962,2024-06-23,CA,paid_social,2024,2024-06
963,2024-08-20,GA,paid_search,2024,2024-08
964,2024-12-03,TX,paid_search,2024,2024-12
965,2025-10-15,KY,organic_search,2025,2025-10
966,2024-09-29,CA,organic_search,2024,2024-09
967,2024-08-19,OH,paid_search,2024,2024-08
968,2024-05-19,TN,organic_search,2024,2024-05
969,2025-07-11,AZ,paid_social,2025,2025-07
970,2025-12-09,PA,affiliate,2025,2025-12
971,2025-09-11,CA,paid_search,2025,2025-09
972,2025-08-23,TX,paid_search,2025,2025-08
973,2024-12-08,CA,paid_social,2024,2024-12
974,2025-07-18,NC,email,2025,2025-07
975,2025-11-18,OK,paid_search,2025,2025-11
976,2024-05-29,CA,organic_search,2024,2024-05
977,2024-07-09,IN,email,2024,2024-07
978,2024-12-01,CA,paid_social,2024,2024-12
979,2025-07-25,TX,organic_search,2025,2025-07
980,2025-05-28,FL,affiliate,2025,2025-05
981,2025-11-11,WA,organic_search,2025,2025-11
982,2025-10-29,LA,paid_search,2025,2025-10
983,2025-02-24,CA,organic_search,2025,2025-02
984,2025-09-14,FL,email,2025,2025-09
985,2025-04-19,FL,organic_search,2025,2025-04
986,2024-11-05,NV,paid_social,2024,2024-11
987,2023-07-29,FL,paid_search,2023,2023-07
988,2024-12-23,MD,paid_social,2024,2024-12
989,2025-11-18,FL,organic_search,2025,2025-11
990,2025-06-12,PA,email,2025,2025-06
991,2025-11-22,MD,referral,2025,2025-11
992,2025-08-24,TX,organic_search,2025,2025-08
993,2025-05-09,VA,affiliate,2025,2025-05
994,2024-10-13,FL,paid_search,2024,2024-10
995,2025-07-16,LA,paid_social,2025,2025-07
996,2025-10-17,VA,paid_social,2025,2025-10
997,2025-08-14,PA,organic_search,2025,2025-08
998,2024-05-11,GA,paid_social,2024,2024-05
999,2024-11-04,CA,email,2024,2024-11
1000,2025-05-08,AR,paid_social,2025,2025-05
1001,2024-12-05,CA,organic_search,2024,2024-12
1002,2025-05-07,CA,paid_social,2025,2025-05
1003,2025-09-11,SC,paid_search,2025,2025-09
1004,2024-11-26,OK,paid_social,2024,2024-11
1005,2025-10-02,AZ,organic_search,2025,2025-10
1006,2025-12-07,SC,organic_search,2025,2025-12
1007,2024-12-31,NY,paid_search,2024,2024-12
1008,2024-09-01,CA,email,2024,2024-09
1009,2025-11-12,WA,referral,2025,2025-11
1010,2023-08-29,KY,referral,2023,2023-08
1011,2025-01-29,CA,paid_search,2025,2025-01
1012,2024-12-02,MI,organic_search,2024,2024-12
1013,2025-05-19,AZ,paid_social,2025,2025-05
1014,2025-02-08,IL,affiliate,2025,2025-02
1015,2025-03-04,OR,organic_search,2025,2025-03
1016,2025-03-03,TN,paid_social,2025,2025-03
1017,2024-07-04,PA,paid_social,2024,2024-07
1018,2025-09-05,UT,paid_social,2025,2025-09
1019,2023-12-26,NY,organic_search,2023,2023-12
1020,2025-11-16,CO,paid_social,2025,2025-11
1021,2025-01-14,NC,email,2025,2025-01
1022,2025-03-20,TX,paid_search,2025,2025-03
1023,2024-12-08,CA,organic_search,2024,2024-12
1024,2024-05-05,NY,organic_search,2024,2024-05
1025,2025-08-05,CA,referral,2025,2025-08
1026,2025-07-31,TN,referral,2025,2025-07
1027,2024-05-06,PA,organic_search,2024,2024-05
1028,2025-08-03,CO,paid_search,2025,2025-08
1029,2025-05-15,NY,affiliate,2025,2025-05
1030,2025-12-08,OH,paid_search,2025,2025-12
1031,2025-09-23,AR,organic_search,2025,2025-09
1032,2025-06-09,TX,organic_search,2025,2025-06
1033,2024-09-12,OH,organic_search,2024,2024-09
1034,2024-03-28,NC,organic_search,2024,2024-03
1035,2025-10-03,NY,email,2025,2025-10
1036,2024-05-15,TN,email,2024,2024-05
1037,2024-12-11,TX,referral,2024,2024-12
1038,2025-09-17,CA,paid_social,2025,2025-09
1039,2024-03-21,NY,organic_search,2024,2024-03
1040,2024-09-30,TX,paid_social,2024,2024-09
1041,2025-10-07,KY,organic_search,2025,2025-10
1042,2025-02-22,CA,paid_social,2025,2025-02
1043,2025-07-03,NC,organic_search,2025,2025-07
1044,2024-11-26,CO,paid_search,2024,2024-11
1045,2025-08-13,FL,paid_social,2025,2025-08
1046,2023-12-04,CO,organic_search,2023,2023-12
1047,2023-12-19,NY,organic_search,2023,2023-12
1048,2025-06-16,GA,paid_social,2025,2025-06
1049,2023-09-12,NY,paid_social,2023,2023-09
1050,2025-03-09,MA,paid_search,2025,2025-03
1051,2025-08-12,IL,paid_social,2025,2025-08
1052,2023-12-21,PA,organic_search,2023,2023-12
1053,2024-01-02,IA,affiliate,2024,2024-01
1054,2025-11-29,FL,organic_search,2025,2025-11
1055,2025-11-29,AL,organic_search,2025,2025-11
1056,2024-09-18,TX,paid_social,2024,2024-09
1057,2025-06-17,PA,referral,2025,2025-06
1058,2024-03-07,IL,organic_search,2024,2024-03
1059,2025-06-01,IA,paid_social,2025,2025-06
1060,2025-02-11,IL,organic_search,2025,2025-02
1061,2024-09-25,AZ,paid_search,2024,2024-09
1062,2025-03-22,MN,affiliate,2025,2025-03
1063,2025-10-19,IL,paid_search,2025,2025-10
1064,2024-07-31,CA,email,2024,2024-07
1065,2024-09-16,FL,paid_social,2024,2024-09
1066,2025-05-24,NV,paid_social,2025,2025-05
1067,2025-04-30,AR,email,2025,2025-04
1068,2024-03-22,FL,affiliate,2024,2024-03
1069,2024-12-12,TX,paid_social,2024,2024-12
1070,2024-08-13,GA,organic_search,2024,2024-08
1071,2024-06-27,MD,organic_search,2024,2024-06
1072,2025-05-24,MO,organic_search,2025,2025-05
1073,2024-06-11,NY,paid_social,2024,2024-06
1074,2024-08-22,AZ,organic_search,2024,2024-08
1075,2025-06-22,CA,paid_social,2025,2025-06
1076,2024-12-16,IA,paid_search,2024,2024-12
1077,2023-10-10,MO,paid_social,2023,2023-10
1078,2024-06-03,MD,organic_search,2024,2024-06
1079,2025-11-15,CA,email,2025,2025-11
1080,2024-02-25,CA,organic_search,2024,2024-02
1081,2024-08-08,NJ,paid_search,2024,2024-08
1082,2024-09-16,CA,organic_search,2024,2024-09
1083,2025-10-16,SC,affiliate,2025,2025-10
1084,2024-01-09,MI,paid_search,2024,2024-01
1085,2024-05-26,MI,email,2024,2024-05
1086,2025-09-09,NV,email,2025,2025-09
1087,2025-05-09,MD,paid_search,2025,2025-05
1088,2025-11-23,CA,paid_search,2025,2025-11
1089,2025-05-03,NJ,organic_search,2025,2025-05
1090,2025-03-02,IL,paid_search,2025,2025-03
1091,2024-02-06,TX,organic_search,2024,2024-02
1092,2024-12-25,FL,organic_search,2024,2024-12
1093,2025-10-09,OH,paid_search,2025,2025-10
1094,2024-09-16,KS,affiliate,2024,2024-09
1095,2025-05-20,CA,paid_social,2025,2025-05
1096,2025-04-17,FL,organic_search,2025,2025-04
1097,2025-06-09,CO,affiliate,2025,2025-06
1098,2024-06-17,PA,organic_search,2024,2024-06
1099,2025-02-24,OR,paid_search,2025,2025-02
1100,2025-04-06,CO,paid_social,2025,2025-04
1101,2025-11-01,WA,organic_search,2025,2025-11
1102,2025-11-13,TX,email,2025,2025-11
1103,2025-09-28,NY,affiliate,2025,2025-09
1104,2024-08-04,IN,organic_search,2024,2024-08
1105,2025-12-03,WA,paid_social,2025,2025-12
1106,2024-02-29,TN,paid_social,2024,2024-02
1107,2024-05-08,LA,paid_social,2024,2024-05
1108,2025-03-13,NJ,organic_search,2025,2025-03
1109,2025-09-17,MN,paid_social,2025,2025-09
1110,2023-08-26,CA,organic_search,2023,2023-08
1111,2024-12-28,SC,organic_search,2024,2024-12
1112,2025-02-25,FL,paid_search,2025,2025-02
1113,2023-10-25,PA,paid_social,2023,2023-10
1114,2024-02-28,NY,paid_search,2024,2024-02
1115,2025-08-25,NC,organic_search,2025,2025-08
1116,2024-06-09,UT,paid_social,2024,2024-06
1117,2025-12-01,FL,paid_search,2025,2025-12
1118,2024-05-09,VA,paid_social,2024,2024-05
1119,2024-08-21,TX,referral,2024,2024-08
1120,2024-11-19,GA,organic_search,2024,2024-11
1121,2025-07-06,CA,email,2025,2025-07
1122,2024-10-19,CA,referral,2024,2024-10
1123,2024-07-21,NC,paid_social,2024,2024-07
1124,2024-09-20,TX,referral,2024,2024-09
1125,2025-03-14,CA,paid_social,2025,2025-03
1126,2025-03-26,CA,paid_search,2025,2025-03
1127,2025-03-22,FL,organic_search,2025,2025-03
1128,2024-03-29,NM,paid_social,2024,2024-03
1129,2025-04-07,PA,organic_search,2025,2025-04
1130,2025-07-05,MI,email,2025,2025-07
1131,2025-05-07,VA,organic_search,2025,2025-05
1132,2024-05-14,KY,referral,2024,2024-05
1133,2025-04-28,GA,organic_search,2025,2025-04
