order_id,customer_id,order_date,status,payment_method,discount_code,shipping_fee,month,year,month_num
100923,2244,2024-04-03 14:00:55,completed,credit_card,,0.0,2024-04,2024,4
100924,1080,2024-04-03 14:13:25,completed,paypal,spring15,0.0,2024-04,2024,4
100925,3531,2024-04-03 17:07:34,completed,credit_card,spring15,0.0,2024-04,2024,4
100926,3452,2024-04-03 20:15:27,completed,credit_card,,0.0,2024-04,2024,4
100927,2221,2024-04-03 23:30:35,completed,credit_card,,6.95,2024-04,2024,4
100928,1137,2024-04-04 06:29:03,completed,credit_card,,0.0,2024-04,2024,4
100929,572,2024-04-04 10:18:40,canceled,credit_card,welcome10,6.95,2024-04,2024,4
100930,2411,2024-04-04 11:48:34,completed,gift_card,,0.0,2024-04,2024,4
100931,38,2024-04-04 13:39:47,completed,gift_card,,0.0,2024-04,2024,4
100932,1929,2024-04-04 13:48:54,completed,apple_pay,,6.95,2024-04,2024,4
100933,66,2024-04-04 13:59:58,completed,credit_card,,0.0,2024-04,2024,4
100934,1752,2024-04-04 15:25:14,completed,credit_card,,0.0,2024-04,2024,4
100935,1068,2024-04-04 16:29:04,completed,paypal,,0.0,2024-04,2024,4
100936,2039,2024-04-04 19:12:59,completed,credit_card,,0.0,2024-04,2024,4
100937,1209,2024-04-04 20:32:14,completed,credit_card,spring15,0.0,2024-04,2024,4
100938,710,2024-04-04 22:22:18,completed,apple_pay,,6.95,2024-04,2024,4
100939,3531,2024-04-04 23:31:15,completed,credit_card,,0.0,2024-04,2024,4
100940,38,2024-04-05 08:14:36,completed,credit_card,,0.0,2024-04,2024,4
100941,3272,2024-04-05 09:22:29,completed,credit_card,,0.0,2024-04,2024,4
100942,247,2024-04-05 13:18:13,completed,paypal,,0.0,2024-04,2024,4
100943,2300,2024-04-05 13:55:46,completed,paypal,,0.0,2024-04,2024,4
100944,3332,2024-04-05 15:16:48,returned,apple_pay,,0.0,2024-04,2024,4
100945,698,2024-04-05 18:26:07,completed,credit_card,,0.0,2024-04,2024,4
100946,3452,2024-04-05 18:51:37,completed,paypal,,0.0,2024-04,2024,4
100947,3233,2024-04-05 19:12:38,completed,apple_pay,,0.0,2024-04,2024,4
100948,1047,2024-04-05 20:26:38,completed,credit_card,,0.0,2024-04,2024,4
100949,2577,2024-04-05 20:50:41,completed,apple_pay,,0.0,2024-04,2024,4
100950,1137,2024-04-05 21:01:41,completed,gift_card,,0.0,2024-04,2024,4
100951,2439,2024-04-05 22:55:55,completed,gift_card,,0.0,2024-04,2024,4
100952,48,2024-04-06 07:03:19,completed,apple_pay,welcome10,6.95,2024-04,2024,4
100953,2300,2024-04-06 10:30:29,completed,credit_card,,0.0,2024-04,2024,4
100954,1876,2024-04-06 12:58:01,completed,apple_pay,,0.0,2024-04,2024,4
100955,115,2024-04-06 14:10:16,completed,apple_pay,,0.0,2024-04,2024,4
100956,38,2024-04-06 15:21:25,completed,apple_pay,,0.0,2024-04,2024,4
100957,3531,2024-04-06 15:49:09,canceled,credit_card,,6.95,2024-04,2024,4
100958,48,2024-04-06 17:30:08,completed,credit_card,,0.0,2024-04,2024,4
100959,1080,2024-04-06 17:45:09,completed,paypal,,0.0,2024-04,2024,4
100960,2261,2024-04-06 19:06:09,completed,gift_card,,0.0,2024-04,2024,4
100961,283,2024-04-06 21:15:21,returned,paypal,,0.0,2024-04,2024,4
100962,572,2024-04-07 06:46:46,completed,paypal,spring15,0.0,2024-04,2024,4
100963,3114,2024-04-07 07:21:29,completed,apple_pay,spring15,0.0,2024-04,2024,4
100964,3460,2024-04-07 09:21:25,completed,credit_card,,6.95,2024-04,2024,4
100965,572,2024-04-07 09:43:46,completed,credit_card,,6.95,2024-04,2024,4
100966,1355,2024-04-07 11:20:25,completed,credit_card,,0.0,2024-04,2024,4
100967,1467,2024-04-07 11:52:24,completed,gift_card,,0.0,2024-04,2024,4
100968,343,2024-04-07 11:57:45,returned,paypal,spring15,0.0,2024-04,2024,4
100969,3144,2024-04-07 16:34:11,completed,paypal,,6.95,2024-04,2024,4
100970,2773,2024-04-07 17:29:19,completed,paypal,,0.0,2024-04,2024,4
100971,3069,2024-04-07 19:56:38,completed,apple_pay,,0.0,2024-04,2024,4
100972,38,2024-04-07 20:57:34,completed,credit_card,,0.0,2024-04,2024,4
100973,3089,2024-04-07 20:58:06,completed,credit_card,,0.0,2024-04,2024,4
100974,1196,2024-04-08 07:28:00,completed,paypal,spring15,6.95,2024-04,2024,4
100975,2517,2024-04-08 11:29:50,completed,credit_card,,0.0,2024-04,2024,4
100976,885,2024-04-08 12:06:17,completed,credit_card,,0.0,2024-04,2024,4
100977,2464,2024-04-08 12:14:51,completed,apple_pay,,0.0,2024-04,2024,4
100978,3526,2024-04-08 12:23:30,completed,apple_pay,,6.95,2024-04,2024,4
100979,1752,2024-04-08 18:44:08,completed,credit_card,,0.0,2024-04,2024,4
100980,2501,2024-04-08 20:43:07,completed,paypal,,6.95,2024-04,2024,4
100981,3250,2024-04-08 22:11:53,completed,paypal,,0.0,2024-04,2024,4
100982,1298,2024-04-08 22:38:33,completed,credit_card,,0.0,2024-04,2024,4
100983,1783,2024-04-09 06:31:42,completed,credit_card,,0.0,2024-04,2024,4
100984,1375,2024-04-09 06:44:35,completed,paypal,,0.0,2024-04,2024,4
100985,115,2024-04-09 07:59:24,completed,credit_card,,0.0,2024-04,2024,4
100986,780,2024-04-09 10:50:00,returned,credit_card,,0.0,2024-04,2024,4
100987,1929,2024-04-09 11:43:19,returned,paypal,welcome10,0.0,2024-04,2024,4
100988,3531,2024-04-09 12:30:55,completed,credit_card,,0.0,2024-04,2024,4
100989,3501,2024-04-09 18:16:59,completed,credit_card,spring15,0.0,2024-04,2024,4
100990,38,2024-04-09 18:20:32,completed,credit_card,,0.0,2024-04,2024,4
100991,2300,2024-04-09 19:29:53,completed,credit_card,,0.0,2024-04,2024,4
100992,572,2024-04-09 23:15:38,completed,credit_card,spring15,0.0,2024-04,2024,4
100993,1187,2024-04-10 06:37:35,completed,gift_card,,0.0,2024-04,2024,4
100994,309,2024-04-10 08:03:12,completed,credit_card,,0.0,2024-04,2024,4
100995,1091,2024-04-10 09:07:57,completed,credit_card,spring15,0.0,2024-04,2024,4
100996,887,2024-04-10 09:26:23,completed,credit_card,,0.0,2024-04,2024,4
100997,1303,2024-04-10 10:03:42,completed,paypal,,0.0,2024-04,2024,4
100998,2164,2024-04-10 11:15:15,completed,credit_card,spring15,0.0,2024-04,2024,4
100999,2375,2024-04-10 11:38:39,canceled,credit_card,,0.0,2024-04,2024,4
101000,2221,2024-04-10 12:46:48,completed,apple_pay,,0.0,2024-04,2024,4
101001,2728,2024-04-10 14:10:28,returned,credit_card,,0.0,2024-04,2024,4
101002,1211,2024-04-10 17:14:33,completed,credit_card,,0.0,2024-04,2024,4
101003,2317,2024-04-10 19:35:23,completed,apple_pay,,0.0,2024-04,2024,4
101004,249,2024-04-10 21:34:53,completed,credit_card,,0.0,2024-04,2024,4
101005,3461,2024-04-10 22:29:53,completed,paypal,,0.0,2024-04,2024,4
101006,1838,2024-04-11 06:09:56,completed,credit_card,,6.95,2024-04,2024,4
101007,343,2024-04-11 10:38:55,canceled,credit_card,,0.0,2024-04,2024,4
101008,745,2024-04-11 12:44:57,canceled,credit_card,,0.0,2024-04,2024,4
101009,3089,2024-04-11 13:14:12,completed,apple_pay,,0.0,2024-04,2024,4
101010,3069,2024-04-11 13:33:28,completed,credit_card,spring15,0.0,2024-04,2024,4
101011,1229,2024-04-11 16:01:00,completed,apple_pay,,0.0,2024-04,2024,4
101012,3452,2024-04-11 17:00:30,returned,apple_pay,welcome10,6.95,2024-04,2024,4
101013,2072,2024-04-11 17:05:43,completed,apple_pay,,0.0,2024-04,2024,4
101014,18,2024-04-11 17:09:03,canceled,credit_card,,0.0,2024-04,2024,4
101015,247,2024-04-11 18:43:39,completed,apple_pay,,0.0,2024-04,2024,4
101016,724,2024-04-11 19:29:00,completed,credit_card,,6.95,2024-04,2024,4
101017,2211,2024-04-11 23:08:57,returned,credit_card,,0.0,2024-04,2024,4
101018,181,2024-04-11 23:10:26,completed,credit_card,,6.95,2024-04,2024,4
101019,1756,2024-04-12 06:53:01,completed,credit_card,,0.0,2024-04,2024,4
101020,780,2024-04-12 07:17:54,completed,apple_pay,spring15,0.0,2024-04,2024,4
101021,2718,2024-04-12 08:27:12,completed,paypal,,0.0,2024-04,2024,4
101022,2412,2024-04-12 10:47:05,completed,credit_card,,0.0,2024-04,2024,4
101023,2049,2024-04-12 14:55:36,completed,credit_card,,6.95,2024-04,2024,4
101024,2277,2024-04-12 16:04:47,completed,credit_card,welcome10,6.95,2024-04,2024,4
101025,3250,2024-04-12 17:21:36,completed,credit_card,,0.0,2024-04,2024,4
101026,115,2024-04-12 18:25:00,completed,credit_card,,0.0,2024-04,2024,4
101027,1583,2024-04-12 18:39:53,completed,apple_pay,,0.0,2024-04,2024,4
101028,1929,2024-04-12 18:52:55,completed,paypal,spring15,0.0,2024-04,2024,4
101029,1229,2024-04-12 20:07:09,completed,apple_pay,,0.0,2024-04,2024,4
101030,3531,2024-04-12 21:19:49,completed,paypal,welcome10,0.0,2024-04,2024,4
101031,502,2024-04-12 21:27:50,completed,credit_card,,0.0,2024-04,2024,4
101032,1375,2024-04-13 10:47:23,completed,credit_card,,0.0,2024-04,2024,4
101033,1091,2024-04-13 11:59:19,completed,gift_card,spring15,0.0,2024-04,2024,4
101034,1876,2024-04-13 12:50:36,completed,credit_card,,0.0,2024-04,2024,4
101035,724,2024-04-13 15:26:03,completed,paypal,,0.0,2024-04,2024,4
101036,3152,2024-04-13 17:57:14,completed,credit_card,,0.0,2024-04,2024,4
101037,1929,2024-04-13 20:00:54,completed,apple_pay,,0.0,2024-04,2024,4
101038,2904,2024-04-13 21:33:41,completed,credit_card,,0.0,2024-04,2024,4
101039,3114,2024-04-14 06:16:26,completed,credit_card,welcome10,6.95,2024-04,2024,4
101040,602,2024-04-14 06:53:18,completed,apple_pay,,0.0,2024-04,2024,4
101041,181,2024-04-14 07:28:08,completed,paypal,,0.0,2024-04,2024,4
101042,1709,2024-04-14 07:46:57,completed,credit_card,,0.0,2024-04,2024,4
101043,48,2024-04-14 09:06:34,completed,apple_pay,welcome10,0.0,2024-04,2024,4
101044,2577,2024-04-14 10:42:46,completed,apple_pay,,0.0,2024-04,2024,4
101045,2196,2024-04-14 12:35:47,completed,credit_card,,0.0,2024-04,2024,4
101046,2221,2024-04-14 13:55:16,completed,credit_card,,0.0,2024-04,2024,4
101047,2773,2024-04-14 15:58:54,completed,credit_card,,6.95,2024-04,2024,4
101048,2863,2024-04-14 20:47:59,completed,credit_card,,0.0,2024-04,2024,4
101049,2577,2024-04-14 21:58:03,completed,apple_pay,spring15,6.95,2024-04,2024,4
101050,2317,2024-04-15 06:58:59,completed,credit_card,,0.0,2024-04,2024,4
101051,506,2024-04-15 07:43:23,completed,gift_card,,0.0,2024-04,2024,4
101052,3069,2024-04-15 08:41:27,completed,credit_card,,0.0,2024-04,2024,4
101053,3069,2024-04-15 09:03:24,completed,credit_card,,0.0,2024-04,2024,4
101054,2812,2024-04-15 09:32:47,completed,apple_pay,,0.0,2024-04,2024,4
101055,738,2024-04-15 12:27:02,completed,credit_card,,0.0,2024-04,2024,4
101056,610,2024-04-15 13:31:14,completed,apple_pay,,6.95,2024-04,2024,4
101057,1229,2024-04-15 16:34:16,completed,credit_card,welcome10,6.95,2024-04,2024,4
101058,1224,2024-04-15 17:54:12,completed,credit_card,,6.95,2024-04,2024,4
101059,1355,2024-04-15 18:01:08,completed,credit_card,,0.0,2024-04,2024,4
101060,2577,2024-04-15 18:15:38,completed,gift_card,,0.0,2024-04,2024,4
101061,399,2024-04-15 18:47:28,returned,credit_card,,0.0,2024-04,2024,4
101062,710,2024-04-15 19:02:57,completed,apple_pay,,0.0,2024-04,2024,4
101063,3250,2024-04-15 21:18:27,completed,credit_card,,0.0,2024-04,2024,4
101064,519,2024-04-15 21:44:00,completed,apple_pay,,0.0,2024-04,2024,4
101065,3501,2024-04-16 07:58:21,completed,credit_card,,6.95,2024-04,2024,4
101066,2465,2024-04-16 11:47:04,completed,paypal,,0.0,2024-04,2024,4
101067,424,2024-04-16 13:47:49,completed,paypal,,0.0,2024-04,2024,4
101068,66,2024-04-16 14:16:56,completed,credit_card,,0.0,2024-04,2024,4
101069,612,2024-04-16 17:33:02,completed,credit_card,,6.95,2024-04,2024,4
101070,48,2024-04-16 17:38:40,completed,paypal,spring15,6.95,2024-04,2024,4
101071,3509,2024-04-16 20:30:55,completed,credit_card,,6.95,2024-04,2024,4
101072,115,2024-04-16 21:01:34,completed,credit_card,,0.0,2024-04,2024,4
101073,115,2024-04-16 23:33:53,completed,credit_card,,0.0,2024-04,2024,4
101074,572,2024-04-17 06:26:50,completed,credit_card,,0.0,2024-04,2024,4
101075,48,2024-04-17 10:15:37,completed,credit_card,,0.0,2024-04,2024,4
101076,2652,2024-04-17 10:45:10,completed,credit_card,,0.0,2024-04,2024,4
101077,1080,2024-04-17 11:17:29,completed,credit_card,,0.0,2024-04,2024,4
101078,307,2024-04-17 11:26:13,completed,credit_card,,6.95,2024-04,2024,4
101079,2211,2024-04-17 12:17:28,completed,paypal,,0.0,2024-04,2024,4
101080,1298,2024-04-17 13:16:30,completed,apple_pay,spring15,0.0,2024-04,2024,4
101081,2717,2024-04-17 15:22:53,completed,credit_card,,6.95,2024-04,2024,4
101082,3461,2024-04-17 18:07:04,completed,paypal,,0.0,2024-04,2024,4
101083,2244,2024-04-17 19:03:30,completed,apple_pay,spring15,0.0,2024-04,2024,4
101084,3314,2024-04-17 23:34:24,completed,credit_card,,0.0,2024-04,2024,4
101085,1552,2024-04-18 07:44:51,completed,credit_card,,0.0,2024-04,2024,4
101086,538,2024-04-18 07:47:38,completed,credit_card,welcome10,0.0,2024-04,2024,4
101087,1699,2024-04-18 11:49:13,canceled,credit_card,,0.0,2024-04,2024,4
101088,3114,2024-04-18 12:23:18,completed,gift_card,welcome10,0.0,2024-04,2024,4
101089,686,2024-04-18 12:41:14,completed,credit_card,,0.0,2024-04,2024,4
101090,887,2024-04-18 12:50:43,completed,paypal,,6.95,2024-04,2024,4
101091,2664,2024-04-18 14:00:58,completed,gift_card,,0.0,2024-04,2024,4
101092,247,2024-04-18 14:49:08,completed,paypal,,0.0,2024-04,2024,4
101093,1298,2024-04-18 15:59:15,completed,credit_card,,6.95,2024-04,2024,4
101094,249,2024-04-18 15:59:44,completed,gift_card,,0.0,2024-04,2024,4
101095,3250,2024-04-18 17:55:35,completed,credit_card,,6.95,2024-04,2024,4
101096,307,2024-04-18 19:32:34,completed,paypal,,0.0,2024-04,2024,4
101097,2577,2024-04-18 19:54:23,completed,apple_pay,,6.95,2024-04,2024,4
101098,424,2024-04-18 22:45:23,canceled,gift_card,,0.0,2024-04,2024,4
101099,321,2024-04-19 06:45:55,completed,credit_card,,0.0,2024-04,2024,4
101100,2439,2024-04-19 07:17:20,completed,credit_card,,0.0,2024-04,2024,4
101101,307,2024-04-19 08:19:02,completed,credit_card,,0.0,2024-04,2024,4
101102,1137,2024-04-19 10:27:20,completed,credit_card,,0.0,2024-04,2024,4
101103,3114,2024-04-19 18:06:27,completed,credit_card,,0.0,2024-04,2024,4
101104,1552,2024-04-19 18:27:34,completed,paypal,,0.0,2024-04,2024,4
101105,3380,2024-04-19 21:09:32,completed,credit_card,,6.95,2024-04,2024,4
101106,2577,2024-04-19 23:19:33,completed,apple_pay,,6.95,2024-04,2024,4
101107,1058,2024-04-20 06:01:39,completed,credit_card,,6.95,2024-04,2024,4
101108,1342,2024-04-20 06:18:42,completed,apple_pay,,0.0,2024-04,2024,4
101109,3531,2024-04-20 09:34:59,completed,apple_pay,,6.95,2024-04,2024,4
101110,424,2024-04-20 11:12:10,completed,apple_pay,,0.0,2024-04,2024,4
101111,3452,2024-04-20 11:41:07,completed,credit_card,,0.0,2024-04,2024,4
101112,2203,2024-04-20 13:48:27,completed,credit_card,,0.0,2024-04,2024,4
101113,572,2024-04-20 14:51:51,completed,credit_card,,0.0,2024-04,2024,4
101114,1929,2024-04-20 14:58:50,completed,apple_pay,,0.0,2024-04,2024,4
101115,1039,2024-04-21 06:17:21,completed,paypal,,6.95,2024-04,2024,4
101116,424,2024-04-21 06:33:07,returned,credit_card,,0.0,2024-04,2024,4
101117,1786,2024-04-21 07:52:15,completed,apple_pay,,0.0,2024-04,2024,4
101118,1091,2024-04-21 09:02:49,completed,credit_card,,0.0,2024-04,2024,4
101119,3526,2024-04-21 10:53:54,completed,credit_card,,0.0,2024-04,2024,4
101120,612,2024-04-21 12:12:03,completed,credit_card,,0.0,2024-04,2024,4
101121,1756,2024-04-21 15:45:33,returned,credit_card,,6.95,2024-04,2024,4
101122,572,2024-04-21 16:38:03,returned,paypal,,0.0,2024-04,2024,4
101123,2127,2024-04-21 19:28:00,completed,credit_card,,0.0,2024-04,2024,4
101124,2778,2024-04-21 19:32:23,completed,credit_card,,0.0,2024-04,2024,4
101125,115,2024-04-21 20:07:24,completed,apple_pay,,0.0,2024-04,2024,4
101126,1409,2024-04-21 20:37:12,completed,credit_card,,0.0,2024-04,2024,4
101127,307,2024-04-21 21:54:37,completed,credit_card,,0.0,2024-04,2024,4
101128,1891,2024-04-21 21:54:48,completed,paypal,spring15,6.95,2024-04,2024,4
101129,443,2024-04-21 22:27:48,completed,credit_card,,0.0,2024-04,2024,4
101130,2192,2024-04-21 22:59:58,completed,credit_card,,0.0,2024-04,2024,4
101131,283,2024-04-21 23:36:12,completed,apple_pay,spring15,0.0,2024-04,2024,4
101132,2773,2024-04-22 06:57:13,completed,credit_card,,0.0,2024-04,2024,4
101133,2039,2024-04-22 08:39:51,completed,credit_card,,6.95,2024-04,2024,4
101134,1298,2024-04-22 09:12:50,completed,paypal,,6.95,2024-04,2024,4
101135,3114,2024-04-22 10:57:37,completed,credit_card,,0.0,2024-04,2024,4
101136,2914,2024-04-22 14:57:43,completed,apple_pay,,6.95,2024-04,2024,4
101137,2018,2024-04-22 15:31:27,completed,credit_card,,0.0,2024-04,2024,4
101138,458,2024-04-22 19:20:50,completed,credit_card,,0.0,2024-04,2024,4
101139,2018,2024-04-22 21:06:02,completed,credit_card,,0.0,2024-04,2024,4
101140,1355,2024-04-22 21:55:10,completed,credit_card,,6.95,2024-04,2024,4
101141,2465,2024-04-22 22:09:43,completed,credit_card,,0.0,2024-04,2024,4
101142,1298,2024-04-23 10:25:01,returned,apple_pay,,0.0,2024-04,2024,4
101143,2275,2024-04-23 10:55:16,completed,apple_pay,spring15,0.0,2024-04,2024,4
101144,1786,2024-04-23 10:59:59,completed,credit_card,,0.0,2024-04,2024,4
101145,1375,2024-04-23 11:06:49,completed,credit_card,,6.95,2024-04,2024,4
101146,297,2024-04-23 12:55:44,completed,paypal,,6.95,2024-04,2024,4
101147,3520,2024-04-23 13:19:58,completed,credit_card,,0.0,2024-04,2024,4
101148,3114,2024-04-23 14:11:46,completed,gift_card,spring15,0.0,2024-04,2024,4
101149,2509,2024-04-23 16:16:23,completed,paypal,,0.0,2024-04,2024,4
101150,48,2024-04-23 17:37:56,completed,paypal,,0.0,2024-04,2024,4
101151,2128,2024-04-23 19:24:24,completed,credit_card,,0.0,2024-04,2024,4
101152,1375,2024-04-23 20:12:58,completed,paypal,,0.0,2024-04,2024,4
101153,2488,2024-04-23 20:24:47,completed,credit_card,,0.0,2024-04,2024,4
101154,3348,2024-04-24 06:42:46,completed,credit_card,,0.0,2024-04,2024,4
101155,1656,2024-04-24 06:45:27,completed,paypal,,0.0,2024-04,2024,4
101156,2863,2024-04-24 07:31:01,completed,credit_card,welcome10,0.0,2024-04,2024,4
101157,745,2024-04-24 08:03:29,completed,credit_card,,0.0,2024-04,2024,4
101158,612,2024-04-24 12:40:23,completed,gift_card,,6.95,2024-04,2024,4
101159,1663,2024-04-24 16:38:31,completed,credit_card,,0.0,2024-04,2024,4
101160,3531,2024-04-24 16:43:40,completed,gift_card,,0.0,2024-04,2024,4
101161,2363,2024-04-24 19:23:50,completed,apple_pay,,0.0,2024-04,2024,4
101162,1209,2024-04-24 20:38:39,completed,apple_pay,,0.0,2024-04,2024,4
101163,2221,2024-04-24 22:08:41,completed,credit_card,spring15,6.95,2024-04,2024,4
101164,48,2024-04-25 14:22:19,completed,credit_card,,6.95,2024-04,2024,4
101165,1870,2024-04-25 14:59:40,completed,gift_card,,0.0,2024-04,2024,4
101166,126,2024-04-25 17:52:17,completed,credit_card,,0.0,2024-04,2024,4
101167,1405,2024-04-25 20:00:07,completed,credit_card,,0.0,2024-04,2024,4
101168,3125,2024-04-25 21:42:06,completed,credit_card,,0.0,2024-04,2024,4
101169,3549,2024-04-25 21:57:52,completed,gift_card,,0.0,2024-04,2024,4
101170,299,2024-04-25 22:10:07,completed,paypal,,0.0,2024-04,2024,4
101171,1272,2024-04-25 23:18:15,completed,credit_card,spring15,6.95,2024-04,2024,4
101172,1298,2024-04-26 07:58:18,returned,paypal,spring15,6.95,2024-04,2024,4
101173,3081,2024-04-26 08:49:38,completed,credit_card,,0.0,2024-04,2024,4
101174,3452,2024-04-26 09:55:19,completed,credit_card,,0.0,2024-04,2024,4
101175,48,2024-04-26 11:15:13,completed,paypal,welcome10,0.0,2024-04,2024,4
101176,604,2024-04-26 15:26:43,completed,paypal,welcome10,6.95,2024-04,2024,4
101177,1876,2024-04-26 19:06:07,completed,apple_pay,,0.0,2024-04,2024,4
101178,163,2024-04-26 20:11:47,completed,credit_card,,0.0,2024-04,2024,4
101179,1552,2024-04-26 23:35:11,completed,credit_card,,0.0,2024-04,2024,4
101180,2439,2024-04-27 06:36:37,completed,paypal,,6.95,2024-04,2024,4
101181,2652,2024-04-27 06:38:57,completed,credit_card,,0.0,2024-04,2024,4
101182,2751,2024-04-27 06:51:32,completed,paypal,,0.0,2024-04,2024,4
101183,2221,2024-04-27 08:02:57,completed,credit_card,,0.0,2024-04,2024,4
101184,38,2024-04-27 09:47:16,completed,credit_card,,0.0,2024-04,2024,4
101185,3509,2024-04-27 10:43:55,completed,credit_card,,0.0,2024-04,2024,4
101186,2439,2024-04-27 13:15:47,completed,apple_pay,,0.0,2024-04,2024,4
101187,572,2024-04-27 17:32:00,completed,apple_pay,,0.0,2024-04,2024,4
101188,424,2024-04-27 20:56:21,completed,credit_card,,0.0,2024-04,2024,4
101189,2189,2024-04-27 22:00:39,completed,credit_card,,0.0,2024-04,2024,4
101190,1552,2024-04-28 07:24:44,completed,credit_card,,0.0,2024-04,2024,4
101191,2987,2024-04-28 07:58:33,completed,credit_card,,0.0,2024-04,2024,4
101192,48,2024-04-28 09:26:15,completed,credit_card,welcome10,0.0,2024-04,2024,4
101193,2007,2024-04-28 10:50:26,completed,paypal,,6.95,2024-04,2024,4
101194,3501,2024-04-28 11:28:26,returned,paypal,,0.0,2024-04,2024,4
101195,2577,2024-04-28 13:19:11,completed,apple_pay,welcome10,0.0,2024-04,2024,4
101196,2863,2024-04-28 14:28:34,completed,gift_card,,0.0,2024-04,2024,4
101197,1663,2024-04-28 15:05:47,completed,credit_card,,0.0,2024-04,2024,4
101198,2501,2024-04-28 15:35:52,completed,gift_card,,0.0,2024-04,2024,4
101199,3454,2024-04-28 16:12:09,completed,paypal,spring15,0.0,2024-04,2024,4
101200,3114,2024-04-28 18:06:47,completed,credit_card,,0.0,2024-04,2024,4
101201,602,2024-04-28 18:45:38,completed,apple_pay,,6.95,2024-04,2024,4
101202,1951,2024-04-28 19:38:22,completed,paypal,,6.95,2024-04,2024,4
101203,3272,2024-04-28 19:45:11,completed,credit_card,,0.0,2024-04,2024,4
101204,399,2024-04-28 23:27:41,completed,credit_card,,6.95,2024-04,2024,4
101205,181,2024-04-29 07:55:30,completed,apple_pay,,6.95,2024-04,2024,4
101206,1523,2024-04-29 09:25:38,completed,credit_card,,0.0,2024-04,2024,4
101207,2752,2024-04-29 09:51:40,completed,paypal,,0.0,2024-04,2024,4
101208,1229,2024-04-29 10:22:10,completed,paypal,,0.0,2024-04,2024,4
101209,3531,2024-04-29 11:45:37,completed,paypal,,0.0,2024-04,2024,4
101210,2412,2024-04-29 13:38:07,completed,credit_card,,6.95,2024-04,2024,4
101211,602,2024-04-29 18:27:41,completed,apple_pay,,6.95,2024-04,2024,4
101212,3231,2024-04-30 07:15:13,completed,paypal,,6.95,2024-04,2024,4
101213,2464,2024-04-30 07:56:39,completed,paypal,,0.0,2024-04,2024,4
101214,3069,2024-04-30 12:55:32,completed,credit_card,,0.0,2024-04,2024,4
101215,1208,2024-04-30 14:17:41,completed,apple_pay,,6.95,2024-04,2024,4
101216,3231,2024-04-30 14:31:15,completed,credit_card,,0.0,2024-04,2024,4
101217,422,2024-04-30 20:38:07,completed,paypal,spring15,0.0,2024-04,2024,4
101218,2577,2024-04-30 21:13:57,completed,apple_pay,,6.95,2024-04,2024,4
101219,2244,2024-04-30 21:25:30,completed,credit_card,,6.95,2024-04,2024,4
101220,510,2024-04-30 21:32:29,completed,credit_card,,0.0,2024-04,2024,4
101221,2300,2024-04-30 22:09:57,completed,credit_card,,0.0,2024-04,2024,4
101222,1891,2024-05-01 06:25:30,completed,credit_card,welcome10,0.0,2024-05,2024,5
101223,89,2024-05-01 10:50:06,returned,credit_card,,0.0,2024-05,2024,5
101224,2778,2024-05-01 12:55:06,completed,credit_card,,0.0,2024-05,2024,5
101225,2801,2024-05-01 15:10:03,completed,gift_card,,0.0,2024-05,2024,5
101226,283,2024-05-01 15:28:48,completed,credit_card,,0.0,2024-05,2024,5
101227,2919,2024-05-01 18:23:41,completed,credit_card,,6.95,2024-05,2024,5
101228,1552,2024-05-01 18:46:52,completed,paypal,,6.95,2024-05,2024,5
101229,443,2024-05-01 18:58:15,completed,credit_card,,0.0,2024-05,2024,5
101230,1209,2024-05-01 20:14:27,completed,apple_pay,welcome10,0.0,2024-05,2024,5
101231,2728,2024-05-01 21:58:02,completed,gift_card,,0.0,2024-05,2024,5
101232,1187,2024-05-01 23:37:59,completed,apple_pay,,0.0,2024-05,2024,5
101233,107,2024-05-01 23:39:28,completed,credit_card,,0.0,2024-05,2024,5
101234,2221,2024-05-02 07:38:39,completed,credit_card,,0.0,2024-05,2024,5
101235,1552,2024-05-02 08:21:17,returned,credit_card,,0.0,2024-05,2024,5
101236,38,2024-05-02 10:16:16,completed,apple_pay,welcome10,6.95,2024-05,2024,5
101237,526,2024-05-02 11:07:36,completed,credit_card,spring15,6.95,2024-05,2024,5
101238,3320,2024-05-02 13:34:01,returned,credit_card,spring15,6.95,2024-05,2024,5
101239,2728,2024-05-02 13:47:43,completed,credit_card,,6.95,2024-05,2024,5
101240,612,2024-05-02 14:05:55,completed,credit_card,,0.0,2024-05,2024,5
101241,1195,2024-05-02 14:10:04,completed,credit_card,,0.0,2024-05,2024,5
101242,3048,2024-05-02 15:18:08,completed,credit_card,,0.0,2024-05,2024,5
104455,3069,2025-01-24 08:19:45,completed,credit_card,,0.0,2025-01,2025,1
101243,1752,2024-05-02 17:53:37,completed,credit_card,,0.0,2024-05,2024,5
101244,1552,2024-05-02 23:41:48,completed,apple_pay,,6.95,2024-05,2024,5
101245,116,2024-05-03 06:22:45,completed,paypal,,0.0,2024-05,2024,5
101246,3272,2024-05-03 07:55:27,completed,credit_card,,0.0,2024-05,2024,5
101247,3250,2024-05-03 11:14:47,canceled,credit_card,,6.95,2024-05,2024,5
101248,424,2024-05-03 14:19:30,completed,credit_card,,0.0,2024-05,2024,5
101249,3442,2024-05-03 15:44:34,completed,credit_card,,0.0,2024-05,2024,5
101250,2987,2024-05-03 18:29:06,completed,gift_card,welcome10,0.0,2024-05,2024,5
101251,445,2024-05-03 19:02:10,completed,credit_card,,6.95,2024-05,2024,5
